candidate_id,patch_id,row,col,probability,candidate_threshold,cell_xmin,cell_ymin,cell_xmax,cell_ymax,coarse_xmin,coarse_ymin,coarse_xmax,coarse_ymax,crs
ab_coarse_000113_r16_c16,ab_coarse_000113,16,16,0.32498029,0.300000,-1392000.000,463000.000,-1391000.000,464000.000,-1408000.000,448000.000,-1376000.000,480000.000,EPSG:3979
ab_coarse_000114_r16_c16,ab_coarse_000114,16,16,0.96084523,0.300000,-1360000.000,463000.000,-1359000.000,464000.000,-1376000.000,448000.000,-1344000.000,480000.000,EPSG:3979
ab_coarse_000129_r16_c16,ab_coarse_000129,16,16,0.99893039,0.300000,-1360000.000,495000.000,-1359000.000,496000.000,-1376000.000,480000.000,-1344000.000,512000.000,EPSG:3979
ab_coarse_000130_r16_c16,ab_coarse_000130,16,16,0.99995899,0.300000,-1328000.000,495000.000,-1327000.000,496000.000,-1344000.000,480000.000,-1312000.000,512000.000,EPSG:3979
ab_coarse_000144_r16_c16,ab_coarse_000144,16,16,0.99865711,0.300000,-1360000.000,527000.000,-1359000.000,528000.000,-1376000.000,512000.000,-1344000.000,544000.000,EPSG:3979
ab_coarse_000145_r16_c16,ab_coarse_000145,16,16,0.99986804,0.300000,-1328000.000,527000.000,-1327000.000,528000.000,-1344000.000,512000.000,-1312000.000,544000.000,EPSG:3979
ab_coarse_000146_r16_c13,ab_coarse_000146,16,13,0.30983353,0.300000,-1299000.000,527000.000,-1298000.000,528000.000,-1312000.000,512000.000,-1280000.000,544000.000,EPSG:3979
ab_coarse_000146_r16_c14,ab_coarse_000146,16,14,0.40708041,0.300000,-1298000.000,527000.000,-1297000.000,528000.000,-1312000.000,512000.000,-1280000.000,544000.000,EPSG:3979
ab_coarse_000146_r16_c15,ab_coarse_000146,16,15,0.33043307,0.300000,-1297000.000,527000.000,-1296000.000,528000.000,-1312000.000,512000.000,-1280000.000,544000.000,EPSG:3979
ab_coarse_000146_r16_c16,ab_coarse_000146,16,16,0.98894054,0.300000,-1296000.000,527000.000,-1295000.000,528000.000,-1312000.000,512000.000,-1280000.000,544000.000,EPSG:3979
ab_coarse_000161_r16_c16,ab_coarse_000161,16,16,0.99947810,0.300000,-1360000.000,559000.000,-1359000.000,560000.000,-1376000.000,544000.000,-1344000.000,576000.000,EPSG:3979
ab_coarse_000162_r16_c16,ab_coarse_000162,16,16,0.99990821,0.300000,-1328000.000,559000.000,-1327000.000,560000.000,-1344000.000,544000.000,-1312000.000,576000.000,EPSG:3979
ab_coarse_000163_r16_c16,ab_coarse_000163,16,16,0.98334104,0.300000,-1296000.000,559000.000,-1295000.000,560000.000,-1312000.000,544000.000,-1280000.000,576000.000,EPSG:3979
ab_coarse_000175_r16_c16,ab_coarse_000175,16,16,0.73189121,0.300000,-1456000.000,591000.000,-1455000.000,592000.000,-1472000.000,576000.000,-1440000.000,608000.000,EPSG:3979
ab_coarse_000176_r16_c16,ab_coarse_000176,16,16,0.90561754,0.300000,-1424000.000,591000.000,-1423000.000,592000.000,-1440000.000,576000.000,-1408000.000,608000.000,EPSG:3979
ab_coarse_000177_r16_c16,ab_coarse_000177,16,16,0.99628425,0.300000,-1392000.000,591000.000,-1391000.000,592000.000,-1408000.000,576000.000,-1376000.000,608000.000,EPSG:3979
ab_coarse_000178_r16_c16,ab_coarse_000178,16,16,0.99993634,0.300000,-1360000.000,591000.000,-1359000.000,592000.000,-1376000.000,576000.000,-1344000.000,608000.000,EPSG:3979
ab_coarse_000179_r16_c16,ab_coarse_000179,16,16,0.99995553,0.300000,-1328000.000,591000.000,-1327000.000,592000.000,-1344000.000,576000.000,-1312000.000,608000.000,EPSG:3979
ab_coarse_000180_r16_c16,ab_coarse_000180,16,16,0.99758017,0.300000,-1296000.000,591000.000,-1295000.000,592000.000,-1312000.000,576000.000,-1280000.000,608000.000,EPSG:3979
ab_coarse_000181_r16_c16,ab_coarse_000181,16,16,0.99754202,0.300000,-1264000.000,591000.000,-1263000.000,592000.000,-1280000.000,576000.000,-1248000.000,608000.000,EPSG:3979
ab_coarse_000195_r16_c16,ab_coarse_000195,16,16,0.99473262,0.300000,-1392000.000,623000.000,-1391000.000,624000.000,-1408000.000,608000.000,-1376000.000,640000.000,EPSG:3979
ab_coarse_000196_r16_c16,ab_coarse_000196,16,16,0.99819356,0.300000,-1360000.000,623000.000,-1359000.000,624000.000,-1376000.000,608000.000,-1344000.000,640000.000,EPSG:3979
ab_coarse_000197_r16_c16,ab_coarse_000197,16,16,0.99993265,0.300000,-1328000.000,623000.000,-1327000.000,624000.000,-1344000.000,608000.000,-1312000.000,640000.000,EPSG:3979
ab_coarse_000198_r16_c16,ab_coarse_000198,16,16,0.99997735,0.300000,-1296000.000,623000.000,-1295000.000,624000.000,-1312000.000,608000.000,-1280000.000,640000.000,EPSG:3979
ab_coarse_000199_r16_c16,ab_coarse_000199,16,16,0.99906605,0.300000,-1264000.000,623000.000,-1263000.000,624000.000,-1280000.000,608000.000,-1248000.000,640000.000,EPSG:3979
ab_coarse_000200_r16_c16,ab_coarse_000200,16,16,0.86446780,0.300000,-1232000.000,623000.000,-1231000.000,624000.000,-1248000.000,608000.000,-1216000.000,640000.000,EPSG:3979
ab_coarse_000208_r16_c16,ab_coarse_000208,16,16,0.75396806,0.300000,-976000.000,623000.000,-975000.000,624000.000,-992000.000,608000.000,-960000.000,640000.000,EPSG:3979
ab_coarse_000210_r16_c16,ab_coarse_000210,16,16,0.81624621,0.300000,-1488000.000,655000.000,-1487000.000,656000.000,-1504000.000,640000.000,-1472000.000,672000.000,EPSG:3979
ab_coarse_000213_r16_c16,ab_coarse_000213,16,16,0.99908435,0.300000,-1392000.000,655000.000,-1391000.000,656000.000,-1408000.000,640000.000,-1376000.000,672000.000,EPSG:3979
ab_coarse_000214_r16_c16,ab_coarse_000214,16,16,0.99833399,0.300000,-1360000.000,655000.000,-1359000.000,656000.000,-1376000.000,640000.000,-1344000.000,672000.000,EPSG:3979
ab_coarse_000215_r16_c16,ab_coarse_000215,16,16,0.99988127,0.300000,-1328000.000,655000.000,-1327000.000,656000.000,-1344000.000,640000.000,-1312000.000,672000.000,EPSG:3979
ab_coarse_000216_r16_c16,ab_coarse_000216,16,16,0.99987030,0.300000,-1296000.000,655000.000,-1295000.000,656000.000,-1312000.000,640000.000,-1280000.000,672000.000,EPSG:3979
